frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
1,-0.3573608,-0.4050848,-0.23170063,-0.28172895,-0.04656482,0.0035562268,-0.07389108,0.27310959,-0.1254712,0.07822813,0.27089784,0.074898206,0.03873849,-0.13236979999999998,0.18313996,0.26660728,-0.45990416,-0.0032127104,-0.40804002,0.25149107,-0.12369536,-0.21008419,0.38493264,-0.21868104,-0.23889923,0.62226886,-0.07721822,-0.20116001,0.58396244,0.20947175,-0.29362738,0.320251,0.21209854,-0.5193309,0.19920738,0.15750483,-0.2514459,0.6561864000000001,0.083532415,-0.42666185,0.77893853,0.14350347,-0.413117,0.6261533,0.15728895,-0.4133844,0.6789793000000001,0.18674576,-0.43966350000000004,0.6718689999999999,0.12640682,-0.3381778,0.74967206,0.18948835,-0.39727497,0.7360253000000001,0.053030346,0.0021685250103473663,0.27200371026992803,-0.02528649941086769
2,-0.33869493,-0.4068872,-0.21934833,-0.2825891,-0.04321265,0.011912921000000002,-0.07473104,0.27147853,-0.12613863,0.07926282,0.2726695,0.07361746,0.041092534,-0.12664221,0.19277017,0.26433215,-0.45202282,-0.0012465182000000001,-0.4032887,0.23721376,-0.123579964,-0.21582279,0.38555944,-0.21864972,-0.24763297,0.6189720999999999,-0.07230519,-0.20548038,0.5778478,0.21389513,-0.2882984,0.3110413,0.22030474,-0.51252496,0.18721342,0.16715944,-0.25880194,0.64995587,0.08871609,-0.43566063,0.7690647,0.14968926,-0.42027829999999994,0.6161545999999999,0.16092582,-0.42161942,0.66836095,0.19129454,-0.44709609999999994,0.6620535,0.13054581,-0.34732845,0.7399805,0.19619228,-0.40479884,0.7280661999999999,0.058818787000000004,0.002265892922878265,0.2720740139484405,-0.026260584592819214
3,-0.32985908,-0.4107291,-0.22883403,-0.27582729999999994,-0.05204766,0.011032733000000001,-0.07504259,0.26974496,-0.12596728,0.07806045,0.27278364,0.074095935,0.05116419,-0.12890099,0.18861994,0.28712314,-0.45417413,0.007268541,-0.40715492,0.23311108,-0.12446104,-0.21615532,0.37869543,-0.21690312,-0.24759355,0.61610574,-0.07825407,-0.20939408,0.580835,0.20755786,-0.29539388,0.3158098,0.21504615,-0.5178537999999999,0.18903618,0.1610699,-0.26056096,0.6498465,0.08103811,-0.43847200000000003,0.7687341999999999,0.13635096,-0.42373353,0.6159677,0.14925614,-0.42584527,0.66838807,0.17919508,-0.44957536,0.66161686,0.11781495,-0.35160586,0.7399602,0.1855287,-0.40511090000000005,0.7268569,0.046957947,0.0015089288353919985,0.2712643146514893,-0.025935672223567963
4,-0.3183542,-0.41507262,-0.21192613,-0.28013974,-0.04799731,0.01833466,-0.075929455,0.26686504,-0.12600672,0.07901939,0.27275014,0.072730355,0.06346763,-0.13108736,0.18572989,0.30075186,-0.45647250000000006,0.0022661716,-0.43287283,0.20779845,-0.10307699,-0.24626365,0.35754743,-0.20274109,-0.25909266,0.6035585,-0.07679706,-0.21729143,0.57629186,0.20540184,-0.31571192,0.31662694,0.21534878,-0.53483856,0.18360473,0.15593158,-0.26799315,0.6406616,0.08033483,-0.44281970000000004,0.75834805,0.14079677,-0.42715509999999995,0.6060177,0.15625499,-0.42785439999999997,0.6590531999999999,0.18509497,-0.45461208,0.65088177,0.12516214,-0.3537505,0.73077947,0.18607022,-0.41393065,0.71475124,0.050757654000000006,0.0015449672937393188,0.2698075771331787,-0.02663818374276161
5,-0.27989662,-0.42734929999999993,-0.17704633,-0.27806179999999997,-0.04562305,0.030809825,-0.07470162,0.2615665,-0.12817395,0.075307675,0.27445188,0.07326713,0.10990068,-0.12956764,0.17386037,0.3539095,-0.47538787,0.030449545,-0.43245256,0.20308228,-0.14295195,-0.24530753,0.36279243,-0.22575101,-0.26766187,0.5980797,-0.08149733,-0.24046692,0.5621389,0.19921312,-0.34807372,0.3054852,0.20351514,-0.5680228,0.17720251,0.13515139,-0.28321698,0.6286447,0.07610277,-0.45395630000000003,0.74778306,0.13675681,-0.44171503,0.5955239,0.15678951,-0.44038950000000004,0.6496545,0.18384956,-0.46901664,0.63994765,0.12499844,-0.364883,0.71932054,0.18045181,-0.42871603,0.70049757,0.04744167,0.0003030262887477875,0.2680091857910156,-0.027453407645225525
6,-0.247403,-0.4177084,-0.14401613,-0.27794197,-0.036465053,0.058888696,-0.07962372,0.25890599999999997,-0.12574217,0.07890352,0.2782554,0.06887666,0.13917929999999998,-0.123288654,0.16927132,0.37608624,-0.4680576,0.009473043,-0.4216834,0.2106576,-0.1625407,-0.23842414,0.376473,-0.2409131,-0.27217755,0.5985156999999999,-0.075923376,-0.24050716,0.55813295,0.20615041,-0.3484364,0.2999745,0.22140896,-0.5748071,0.17545999999999998,0.16885617,-0.28609428,0.6266195,0.08421089,-0.45311034,0.74965525,0.14958335,-0.4416451,0.5980434,0.17602499,-0.43799335,0.65354824,0.2003698,-0.47036916,0.6413803000000001,0.14383449,-0.36198932,0.72176975,0.18912746,-0.43388557,0.69780785,0.06102559,-0.00036010146141052246,0.2685807049274445,-0.028432752937078483
7,-0.20321134,-0.41499507,-0.11468241,-0.27713084,-0.029947067,0.066669725,-0.07767455,0.25734454,-0.12805694,0.07604129,0.27853736,0.07066528,0.16533291,-0.1218037,0.15420642,0.3981858,-0.46770725,-0.013274845,-0.3918078,0.1877459,-0.19113468,-0.21938412,0.3774283,-0.23819053,-0.2766223,0.5949135,-0.07281084,-0.26140422,0.5391758000000001,0.20641044,-0.37923717,0.28457263,0.19497982,-0.60909367,0.17128886,0.1281506,-0.29813734,0.6174907,0.08888629,-0.44711593,0.7614,0.15022321,-0.45482776,0.6125914000000001,0.19249135,-0.44229484,0.66952056,0.21043800000000001,-0.47976536,0.6560389,0.15724933,-0.35877097,0.7245722,0.18810359,-0.44103026,0.69840944,0.06686899,-0.0008166320621967317,0.2679409384727478,-0.028695832937955856
8,-0.17790669,-0.41142195,-0.08570669,-0.27390295,-0.024561262,0.08119097,-0.07690949,0.25546056,-0.12946193,0.07490292,0.27876598,0.07193697,0.16976683,-0.12733269,0.14094089,0.40793917,-0.45972946,-0.049041107,-0.40836108,0.19783135,-0.2006054,-0.23033932,0.3817392,-0.25110757,-0.28410143,0.59153163,-0.072897516,-0.27105135,0.5293116999999999,0.2049362,-0.39289296,0.27581966,0.18911359,-0.6251346,0.1644969,0.12533426,-0.30699256,0.60953647,0.08888765400000001,-0.45948599999999995,0.7494006,0.14984071,-0.46533495,0.599841,0.19004008,-0.45402145,0.65676624,0.20897996,-0.49045029999999995,0.64328885,0.1549864,-0.37104124,0.713583,0.18872191,-0.45090059999999993,0.6876625,0.065901235,-0.001003284007310867,0.26711326837539673,-0.028762478381395336
9,-0.14958413,-0.42114803,-0.086340815,-0.2635015,-0.037000116,0.073820144,-0.076578386,0.25300342,-0.12872759,0.07257091,0.282047,0.07352179,0.17783777,-0.12574919,0.12660272,0.41295420000000005,-0.46163598,-0.05809778,-0.43176335,0.15266156,-0.16688216,-0.2631956,0.33967143,-0.23840173,-0.30389595,0.5719247,-0.08668198,-0.28181922,0.5352839,0.19525954,-0.37411532,0.27013984,0.19789279999999998,-0.5892719,0.13143489,0.13103968,-0.32554436,0.60253924,0.07199983,-0.49610934,0.7269973000000001,0.12863664,-0.48558855,0.576128,0.16066995,-0.48250854,0.6328733,0.18313155,-0.5137138,0.6183249,0.12632859,-0.4058329,0.70022315,0.17119448,-0.47488815,0.6721779,0.04266531,-0.002003736793994904,0.26752519607543945,-0.027602896094322205
10,-0.14667939,-0.41731736,-0.09412530000000001,-0.25575942,-0.039295115,0.08352645,-0.07974954,0.25335765,-0.12695566,0.07439932,0.28204212,0.07204008,0.18848749,-0.12356976,0.11867843,0.42904794,-0.45747602,-0.06403350000000001,-0.44701055,0.15006007,-0.15230574,-0.27843317,0.33737707,-0.22536214,-0.3091888,0.5706956,-0.07324949,-0.2802078,0.5285584,0.2062804,-0.37623087,0.26467535,0.2020915,-0.5952505,0.13025595,0.13798103,-0.32636037,0.59889245,0.086174555,-0.49344933,0.7257316999999999,0.14742073,-0.48390818,0.5752322,0.18172595,-0.47915690000000005,0.63238645,0.20304070000000002,-0.51271325,0.6172446999999999,0.1476969,-0.40199965,0.6983666000000001,0.1870167,-0.47626048,0.6690675,0.06161086,-0.0026751086115837093,0.2676998972892761,-0.02745778858661652
